time,date,S,E,I,R
0,1/22/20,7899999443,0,529,28
1,1/23/20,7899999343,0,627,30
2,1/24/20,7899998956,100,908,36
3,1/25/20,7899998176,387,1398,39
4,1/26/20,7899997000,880,2068,52
5,1/27/20,7899995508,1563,2868,61
6,1/28/20,7899992048,2372,5473,107
7,1/29/20,7899988908,4923,6043,126
8,1/30/20,7899986538,5225,8094,143
9,1/31/20,7899983273,6800,9705,222
10,2/1/20,7899980155,7807,11754,284
11,2/2/20,7899974104,9109,16315,472
12,2/3/20,7899968906,11207,19264,623
13,2/4/20,7899962383,13718,23047,852
14,2/5/20,7899956694,15662,26520,1124
15,2/6/20,7899951477,17717,29319,1487
16,2/7/20,7899946832,18768,32389,2011
17,2/8/20,7899945256,17613,34515,2616
18,2/9/20,7899942594,17244,36918,3244
19,2/10/20,7899940966,16263,38825,3946
20,2/11/20,7899940059,15127,40131,4683
21,2/12/20,7899940760,14008,40082,5150
22,2/13/20,7899928784,10832,54089,6295
23,2/14/20,7899909835,23253,58854,8058
24,2/15/20,7899904195,26750,59660,9395
25,2/16/20,7899902478,26284,60373,10865
26,2/17/20,7899900303,26424,60690,12583
27,2/18/20,7899896804,28041,60803,14352
28,2/19/20,7899909574,14771,59534,16121
29,2/20/20,7899915041,8743,58039,18177
30,2/21/20,7899915993,7161,57956,18890
31,2/22/20,7899915784,5608,55722,22886
32,2/23/20,7899915675,5335,55596,23394
33,2/24/20,7899916607,3835,54331,25227
34,2/25/20,7899915685,3903,52507,27905
35,2/26/20,7899914420,4196,51000,30384
36,2/27/20,7899912734,4538,49451,33277
37,2/28/20,7899911728,4120,47441,36711
38,2/29/20,7899908815,5162,46241,39782
39,3/1/20,7899905133,6465,45686,42716
40,3/2/20,7899901628,7990,44780,45602
41,3/3/20,7899898008,8998,44766,48228
42,3/4/20,7899894396,10266,44168,51170
43,3/5/20,7899890736,11186,44282,53796
44,3/6/20,7899885883,12055,46197,55865
45,3/7/20,7899880141,13660,47841,58358
46,3/8/20,7899874186,15817,49303,60694
47,3/9/20,7899868705,17003,51798,62494
48,3/10/20,7899861995,18954,54647,64404
49,3/11/20,7899852500,20973,59524,67003
50,3/12/20,7899842252,24465,64959,68324
51,3/13/20,7899826439,27084,76226,70251
52,3/14/20,7899806155,36480,84741,72624
53,3/15/20,7899788329,43073,92564,76034
54,3/16/20,7899767288,49547,105077,78088
55,3/17/20,7899745023,56638,117499,80840
56,3/18/20,7899719044,65056,132693,83207
57,3/19/20,7899687590,69423,158133,84854
58,3/20/20,7899641861,85622,185261,87256
59,3/21/20,7899591137,103919,213445,91499
60,3/22/20,7899539065,121779,241452,97704
61,3/23/20,7899477472,140817,283377,98334
62,3/24/20,7899410595,165811,314470,109123
63,3/25/20,7899344318,180607,352689,122385
64,3/26/20,7899261553,202558,397836,138052
65,3/27/20,7899169235,230945,445298,154521
66,3/28/20,7899069934,260664,496954,172447
67,3/29/20,7898986391,287691,538911,187006
68,3/30/20,7898906747,302324,587174,203754
69,3/31/20,7898814775,315854,645409,223961
70,4/1/20,7898710790,333482,709519,246208
71,4/2/20,7898605916,355908,770727,267448
72,4/3/20,7898508840,368774,833243,289142
73,4/4/20,7898421025,396468,877876,304630
74,4/5/20,7898354200,391578,931117,323104
75,4/6/20,7898286201,384851,986592,342355
76,4/7/20,7898228894,373220,1037771,360114
77,4/8/20,7898160228,359710,1098777,381284
78,4/9/20,7898075081,357676,1163499,403743
79,4/10/20,7897961599,384736,1227658,426006
80,4/11/20,7897871377,399443,1283719,445460
81,4/12/20,7897752007,400232,1371752,476008
82,4/13/20,7897630532,449875,1425079,494513
83,4/14/20,7897556243,439531,1487909,516316
84,4/15/20,7897480535,436983,1546006,536475
85,4/16/20,7897394233,428817,1616137,560812
86,4/17/20,7897287400,447770,1681378,583451
87,4/18/20,7897239849,417069,1739471,603610
88,4/19/20,7897157107,423489,1796132,623271
89,4/20/20,7897088936,415178,1852911,642974
90,4/21/20,7897014623,413404,1909397,662575
91,4/22/20,7896950966,395023,1970301,683709
92,4/23/20,7896874091,389181,2031709,705018
93,4/24/20,7896786063,393646,2093745,726545
94,4/25/20,7896695617,400887,2155515,747980
95,4/26/20,7896618099,407610,2208072,766218
96,4/27/20,7896552407,402318,2260770,784504
97,4/28/20,7896487629,391264,2317066,804040
98,4/29/20,7896417186,384379,2374474,823960
99,4/30/20,7896339769,378144,2436576,845510
100,5/1/20,7896250376,378591,2502608,868424
101,5/2/20,7896153963,396742,2560709,888585
102,5/3/20,7896072688,404020,2615643,907648
103,5/4/20,7895996886,402185,2673280,927648
104,5/5/20,7895916892,402494,2732437,948176
105,5/6/20,7895830437,398527,2799565,971470
106,5/7/20,7895739823,400003,2865740,994433
107,5/8/20,7895638464,410879,2932913,1017743
108,5/9/20,7895537635,427365,2995528,1039471
109,5/10/20,7895455706,434071,3051373,1058849
110,5/11/20,7895384027,429609,3107899,1078464
111,5/12/20,7895313028,415328,3171209,1100434
112,5/13/20,7895232538,411470,3233828,1122163
113,5/14/20,7895143031,405335,3304831,1146802
114,5/15/20,7895035830,416634,3376028,1171507
115,5/16/20,7894921261,437313,3445730,1195695
116,5/17/20,7894825149,455062,3503906,1215882
117,5/18/20,7894742934,448145,3570076,1238844
118,5/19/20,7894642332,452929,3641210,1263528
119,5/20/20,7894536733,453105,3719475,1290686
120,5/21/20,7894421239,462626,3798148,1317986
121,5/22/20,7894301814,474709,3877837,1345639
122,5/23/20,7894168685,503688,3955157,1372469
123,5/24/20,7894060451,518706,4024359,1396483
124,5/25/20,7893974830,516104,4089854,1419211
125,5/26/20,7893899668,498904,4158423,1443004
126,5/27/20,7893810723,485293,4234559,1469424
127,5/28/20,7893695516,480507,4323640,1500336
128,5/29/20,7893558237,496350,4413792,1531620
129,5/30/20,7893394974,524570,4514046,1566409
130,5/31/20,7893245294,571390,4590408,1592907
131,6/1/20,7893134532,581888,4664843,1618736
132,6/2/20,7893014183,579596,4755890,1650330
133,6/3/20,7892900319,582244,4838455,1678981
134,6/4/20,7892772309,572024,4941075,1714591
135,6/5/20,7892635716,575211,5040114,1748958
136,6/6/20,7892475840,605757,5136127,1782275
137,6/7/20,7892335762,634823,5218541,1810873
138,6/8/20,7892244343,623194,5295042,1837420
139,6/9/20,7892126529,615026,5388569,1869875
140,6/10/20,7892001615,602778,5490396,1905210
141,6/11/20,7891861673,606534,5591499,1940293
142,6/12/20,7891727343,613390,5686134,1973132
143,6/13/20,7891576973,629852,5785546,2007628
144,6/14/20,7891414166,660712,5883501,2041620
145,6/15/20,7891283289,666677,5976234,2073799
146,6/16/20,7891151640,654427,6083063,2110869
147,6/17/20,7891000725,662140,6189374,2147760
148,6/18/20,7890841903,677868,6295605,2184623
149,6/19/20,7890651721,687054,6429974,2231250
150,6/20/20,7890416789,736103,6567971,2279136
151,6/21/20,7890262756,797074,6637059,2303110
152,6/22/20,7890171261,746237,6742724,2339777
153,6/23/20,7890004008,745367,6867536,2383088
154,6/24/20,7889807543,770396,6994808,2427252
155,6/25/20,7889637588,760836,7128078,2473497
156,6/26/20,7889451466,754468,7270979,2523086
157,6/27/20,7889175626,853896,7401945,2568532
158,6/28/20,7888973089,887976,7527005,2611929
159,6/29/20,7888820073,888310,7640355,2651261
160,6/30/20,7888655056,869556,7776784,2698603
161,7/1/20,7888435672,873812,7936492,2754023
162,7/2/20,7888208064,896450,8088659,2806826
163,7/3/20,7887976868,925008,8239094,2859029
164,7/4/20,7887752973,959189,8379935,2907902
165,7/5/20,7887529721,996221,8518182,2955875
166,7/6/20,7887358999,998670,8643106,2999224
167,7/7/20,7887196285,951815,8798687,3053212
168,7/8/20,7886976400,956414,8958513,3108672
169,7/9/20,7886739156,969062,9125250,3166531
170,7/10/20,7886471393,1003944,9298137,3226525
171,7/11/20,7886211912,1050605,9456132,3281350
172,7/12/20,7885974433,1095152,9599362,3331052
173,7/13/20,7885796592,1078515,9743740,3381152
174,7/14/20,7885596373,1057707,9907827,3438092
175,7/15/20,7885370156,1054138,10078417,3497288
176,7/16/20,7885128339,1051043,10260236,3560381
177,7/17/20,7884858827,1083135,10436494,3621543
178,7/18/20,7884578998,1127623,10611208,3682170
179,7/19/20,7884326244,1168486,10768513,3736756
180,7/20/20,7884127236,1159350,10923036,3790377
181,7/21/20,7883905857,1137708,11103451,3852983
182,7/22/20,7883632392,1135817,11307872,3923918
183,7/23/20,7883314825,1173753,11515466,3995955
184,7/24/20,7882987029,1218043,11725937,4068990
185,7/25/20,7882665857,1289658,11911205,4133279
186,7/26/20,7882412635,1331071,12068449,4187844
187,7/27/20,7882209461,1299859,12242454,4248225
188,7/28/20,7881986544,1258889,12438360,4316206
189,7/29/20,7881732054,1243145,12638978,4385822
190,7/30/20,7881463545,1229873,12848168,4458413
191,7/31/20,7881143859,1262097,13061576,4532467
192,8/1/20,7880821935,1337750,13244404,4595910
193,8/2/20,7880579439,1349635,13415607,4655318
194,8/3/20,7880406658,1316359,13568580,4708402
195,8/4/20,7880205531,1252182,13765539,4776747
196,8/5/20,7879946852,1235705,13969811,4847631
197,8/6/20,7879672456,1223399,14182654,4921490
198,8/7/20,7879349591,1263830,14392329,4994249
199,8/8/20,7879032541,1315653,14589230,5062575
200,8/9/20,7878740376,1374823,14762202,5122598
201,8/10/20,7878539473,1342514,14935336,5182676
202,8/11/20,7878315854,1300570,15132486,5251089
203,8/12/20,7878061923,1279431,15336694,5321951
204,8/13/20,7877779193,1272067,15552056,5396683
205,8/14/20,7877447253,1296934,15780023,5475789
206,8/15/20,7877124149,1371012,15964896,5539942
207,8/16/20,7876898294,1386826,16120828,5594051
208,8/17/20,7876740934,1331304,16278869,5648892
209,8/18/20,7876543718,1269116,16471447,5715718
210,8/19/20,7876296934,1238426,16677439,5787200
211,8/20/20,7876055054,1208827,16878982,5857136
212,8/21/20,7875770648,1231280,17073452,5924619
213,8/22/20,7875455207,1283192,17269092,5992508
214,8/23/20,7875201801,1333839,17419618,6044741
215,8/24/20,7875030346,1277194,17588956,6103503
216,8/25/20,7874834512,1227820,17770995,6166672
217,8/26/20,7874579092,1201549,17980119,6239239
218,8/27/20,7874272091,1221287,18193379,6313242
219,8/28/20,7873964418,1245021,18404171,6386389
220,8/29/20,7873622504,1326201,18597737,6453557
221,8/30/20,7873370132,1358835,18760867,6510165
222,8/31/20,7873131295,1333365,18957085,6578254
223,9/1/20,7872881795,1315981,19155216,6647007
224,9/2/20,7872620284,1295602,19364487,6719626
225,9/3/20,7872336903,1293553,19576387,6793156
226,9/4/20,7872010475,1318249,19800388,6870887
227,9/5/20,7871654760,1400243,20003595,6941401
228,9/6/20,7871416348,1409657,20173600,7000394
229,9/7/20,7871236951,1371771,20334908,7056369
230,9/8/20,7871055046,1307164,20517915,7119874
231,9/9/20,7870808654,1268246,20729725,7193374
232,9/10/20,7870520683,1251824,20955702,7271790
233,9/11/20,7870173649,1282496,21190565,7353289
234,9/12/20,7869797560,1369860,21404911,7427668
235,9/13/20,7869477283,1441302,21589642,7491772
236,9/14/20,7869207820,1443625,21787963,7560591
237,9/15/20,7868945438,1425455,21996241,7632865
238,9/16/20,7868664327,1401614,22222633,7711425
239,9/17/20,7868360164,1390204,22456911,7792720
240,9/18/20,7868006670,1417052,22699408,7876869
241,9/19/20,7867635740,1494863,22917016,7952380
242,9/20/20,7867354632,1520842,23106420,8018105
243,9/21/20,7867120146,1495419,23299373,8085061
244,9/22/20,7866880870,1450376,23510447,8158306
245,9/23/20,7866600471,1419122,23741814,8238592
246,9/24/20,7866294511,1404129,23980085,8321274
247,9/25/20,7865936063,1431963,24225528,8406445
248,9/26/20,7865574467,1507448,24437933,8480151
249,9/27/20,7865301271,1533650,24621298,8543780
250,9/28/20,7865077347,1496325,24815246,8611081
251,9/29/20,7864844951,1445921,25025193,8683934
252,9/30/20,7864558557,1407768,25266132,8767542
253,10/1/20,7864245512,1401701,25503036,8849750
254,10/2/20,7863883006,1434702,25747656,8934635
255,10/3/20,7863503140,1517213,25968409,9011237
256,10/4/20,7863206502,1553319,26161824,9078354
257,10/5/20,7862917425,1531051,26392962,9158561
258,10/6/20,7862614504,1517849,26627648,9239998
259,10/7/20,7862268299,1514860,26886884,9329956
260,10/8/20,7861889289,1534549,27153639,9422522
261,10/9/20,7861466920,1596515,27421198,9515366
262,10/10/20,7861011525,1696386,27685134,9606954
263,10/11/20,7860677852,1740565,27900050,9681532
264,10/12/20,7860414456,1713936,28115361,9756246
265,10/13/20,7860154253,1654767,28352458,9838521
266,10/14/20,7859813418,1614818,28635147,9936616
267,10/15/20,7859386041,1635199,28937295,10041464
268,10/16/20,7858924049,1686671,29242060,10147219
269,10/17/20,7858430890,1807697,29518326,10243086
270,10/18/20,7858017539,1889805,29764236,10328419
271,10/19/20,7857630718,1901676,30042594,10425011
272,10/20/20,7857247678,1895842,30331289,10525190
273,10/21/20,7856826189,1877720,30657650,10638440
274,10/22/20,7856315021,1906811,31015537,10762630
275,10/23/20,7855711176,2016755,31382203,10889865
276,10/24/20,7855092173,2179413,31720987,11007426
277,10/25/20,7854651945,2260808,31987379,11099867
278,10/26/20,7854198942,2230767,32345985,11224305
279,10/27/20,7853687046,2274200,32693765,11344988
280,10/28/20,7853178891,2260586,33081119,11479403
281,10/29/20,7852599648,2288454,33490453,11621444
282,10/30/20,7851932876,2383484,33914906,11768733
283,10/31/20,7851247862,2596393,34265390,11890354
284,11/1/20,7850819612,2585454,34591438,12003495
285,11/2/20,7850300517,2556180,34998540,12144762
286,11/3/20,7849708403,2582780,35418370,12290446
287,11/4/20,7849202120,2596919,35783730,12417230
288,11/5/20,7848662384,2517321,36243516,12576778
289,11/6/20,7847891972,2664550,36706158,12737319
290,11/7/20,7847108787,2848544,37150989,12891679
291,11/8/20,7846567116,2899366,37515389,13018128
292,11/9/20,7846131975,2824701,37893862,13149461
293,11/10/20,7845543568,2842363,38317575,13296493
294,11/11/20,7844967492,2793774,38781318,13457415
295,11/12/20,7844325815,2795256,39256590,13622338
296,11/13/20,7843623877,2836260,39747258,13792604
297,11/14/20,7842866766,3006345,40183058,13943830
298,11/15/20,7842299318,3083565,40546996,14070120
299,11/16/20,7841854201,3003048,40937220,14205530
300,11/17/20,7841350920,2904017,41384368,14360694
301,11/18/20,7840766538,2866134,41846329,14520998
302,11/19/20,7840151221,2827465,42331839,14689474
303,11/20/20,7839410230,2894425,42832231,14863113
304,11/21/20,7838633856,3078228,43272147,15015768
305,11/22/20,7838068839,3145165,43641915,15144080
306,11/23/20,7837639061,3040933,44038357,15281648
307,11/24/20,7837136530,2952678,44476948,15433843
308,11/25/20,7836582651,2889478,44935059,15592811
309,11/26/20,7836050342,2832526,45372518,15744613
310,11/27/20,7835358310,2829216,45888731,15923742
311,11/28/20,7834553481,3026478,46339780,16080260
312,11/29/20,7833984303,3100035,46707722,16207939
313,11/30/20,7833572891,3004870,47083798,16338440
314,12/1/20,7833068490,2894368,47540294,16496847
315,12/2/20,7832402601,2920010,48015604,16661784
316,12/3/20,7831767099,2864915,48528294,16839691
317,12/4/20,7830987710,2947945,49045261,17019083
318,12/5/20,7830144620,3148683,49522135,17184561
319,12/6/20,7829464904,3284458,49925949,17324688
320,12/7/20,7829001020,3213496,50323011,17462472
321,12/8/20,7828475755,3108095,50791209,17624940
322,12/9/20,7827870336,3048164,51285156,17796343
323,12/10/20,7826405938,3017155,52395325,18181581
324,12/11/20,7824847132,3870210,52919265,18363392
325,12/12/20,7824036632,4032020,53400844,18530503
326,12/13/20,7823383994,4145864,53800837,18669304
327,12/14/20,7822924710,4053992,54210007,18811290
328,12/15/20,7822390283,3939798,54691535,18978383
329,12/16/20,7822519527,3093012,55224228,19163232
330,12/17/20,7821769134,3104803,55772556,19353506
331,12/18/20,7820957784,3194715,56308142,19539358
332,12/19/20,7820139635,3377359,56779932,19703073
333,12/20/20,7819507985,3461708,57186241,19844065
334,12/21/20,7819063083,3360388,57591748,19984780
335,12/22/20,7818582946,3189068,58075381,20152604
336,12/23/20,7817987996,3101923,58581759,20328321
337,12/24/20,7817333948,3062580,59096523,20506948
338,12/25/20,7816782838,3120466,59462686,20634009
339,12/26/20,7816304271,3066389,59858113,20771226
340,12/27/20,7815904655,3052811,60164863,20877670
341,12/28/20,7815643733,2814548,60535451,21006267
342,12/29/20,7815154768,2631638,61034242,21179351
343,12/30/20,7814450984,2610122,61572694,21366199
344,12/31/20,7813379180,2842198,62196097,21582524
345,1/1/21,7812508404,3149282,62614574,21727739
346,1/2/21,7811753530,3299780,63063255,21883434
347,1/3/21,7811128009,3404971,63449540,22017479
348,1/4/21,7810722113,3253426,63863377,22161083
349,1/5/21,7810149082,3085567,64413404,22351946
350,1/6/21,7809457007,2986729,65000566,22555697
351,1/7/21,7808359828,3213950,65646411,22779810
352,1/8/21,7807258831,3479532,66266612,22995024
353,1/9/21,7806187479,3794617,66828054,23189849
354,1/10/21,7805387114,3993443,67274628,23344814
355,1/11/21,7804911991,3854092,67730806,23503110
356,1/12/21,7804395894,3677653,68244935,23681517
357,1/13/21,7803830043,3500231,68796730,23872995
358,1/14/21,7803163127,3408089,69360245,24068538
359,1/15/21,7802376483,3410880,69942166,24270470
360,1/16/21,7801537297,3593194,70429819,24439689
361,1/17/21,7800967289,3635592,70821509,24575609
362,1/18/21,7800614968,3470666,71205507,24708858
363,1/19/21,7800248212,3244640,71645580,24861567
364,1/20/21,7799727282,3078364,72155752,25038601
365,1/21/21,7799155173,2981717,72652227,25210882
366,1/22/21,7798479803,2993601,73144790,25381805
367,1/23/21,7797767211,3129477,73572936,25530375
368,1/24/21,7797245760,3188946,73915905,25649388
369,1/25/21,7796895008,3058146,74273403,25773442
370,1/26/21,7796539350,2852492,74690113,25918044
371,1/27/21,7796045830,2745048,75136261,26072860
372,1/28/21,7795493237,2682526,75592914,26231322
373,1/29/21,7794865856,2720925,76030166,26383052
374,1/30/21,7794223992,2847925,76412394,26515688
375,1/31/21,7793794071,2881237,76706831,26617860
376,2/1/21,7793515772,2716534,77035709,26731984
377,2/2/21,7793208280,2558572,77381256,26851891
378,2/3/21,7792832692,2408911,77771194,26987202
379,2/4/21,7792424651,2345178,78121432,27108738
380,2/5/21,7791931236,2302088,78519726,27246949
381,2/6/21,7791356142,2441984,78842811,27359062
382,2/7/21,7791012398,2434180,79103795,27449626
383,2/8/21,7790786387,2320274,79356145,27537193
384,2/9/21,7790564429,2134942,79658512,27642116
385,2/10/21,7790188449,2070458,79985506,27755586
386,2/11/21,7789840723,1974417,80314953,27869906
387,2/12/21,7789402565,1982986,80633874,27980574
388,2/13/21,7788944036,2061027,80916343,28078593
389,2/14/21,7788594820,2101598,81145476,28158105
390,2/15/21,7788412643,2002953,81353955,28230448
391,2/16/21,7788212492,1843311,81621060,28323136
392,2/17/21,7787910087,1759337,81907903,28422672
393,2/18/21,7787542497,1716127,82212875,28528500
394,2/19/21,7787102523,1746439,82517002,28634035
395,2/20/21,7786626296,1847456,82795553,28730694
396,2/21/21,7786212345,1941844,83032792,28813018
397,2/22/21,7785957006,1901614,83252219,28889160
398,2/23/21,7785655074,1810804,83543785,28990336
399,2/24/21,7785228202,1792746,83874095,29104956
400,2/25/21,7784739970,1828014,84210369,29221646
401,2/26/21,7784220276,1905768,84538459,29335496
402,2/27/21,7783701162,2028145,84832991,29437701
403,2/28/21,7783292209,2129313,85061487,29516990
404,3/1/21,7783071665,2044356,85288286,29595692
