Date,Confirmed,Recovered,Deaths,NewConfirmed,NewDeaths,NewRecovered,ActiveCases
2020-01-22,533,28.0,17,0.0,0.0,0.0,488.0
2020-01-23,610,30.0,18,77.0,1.0,2.0,562.0
2020-01-24,865,35.0,26,255.0,8.0,5.0,804.0
2020-01-25,1323,38.0,42,458.0,16.0,3.0,1243.0
2020-01-26,1944,48.0,56,621.0,14.0,10.0,1840.0
2020-01-27,2704,57.0,82,760.0,26.0,9.0,2565.0
2020-01-28,5268,98.0,131,2564.0,49.0,41.0,5039.0
2020-01-29,5707,117.0,133,439.0,2.0,19.0,5457.0
2020-01-30,7611,133.0,171,1904.0,38.0,16.0,7307.0
2020-01-31,9145,201.0,213,1534.0,42.0,68.0,8731.0
2020-02-01,11156,254.0,259,2011.0,46.0,53.0,10643.0
2020-02-02,15811,429.0,361,4655.0,102.0,175.0,15021.0
2020-02-03,18807,567.0,425,2996.0,64.0,138.0,17815.0
2020-02-04,22679,776.0,491,3872.0,66.0,209.0,21412.0
2020-02-05,26336,1032.0,562,3657.0,71.0,256.0,24742.0
2020-02-06,29406,1376.0,632,3070.0,70.0,344.0,27398.0
2020-02-07,32870,1864.0,717,3464.0,85.0,488.0,30289.0
2020-02-08,35522,2402.0,804,2652.0,87.0,538.0,32316.0
2020-02-09,38501,2998.0,904,2979.0,100.0,596.0,34599.0
2020-02-10,40994,3651.0,1011,2493.0,107.0,653.0,36332.0
2020-02-11,42980,4335.0,1110,1986.0,99.0,684.0,37535.0
2020-02-12,43328,4723.0,1115,348.0,5.0,388.0,37490.0
2020-02-13,58437,5811.0,1365,15109.0,250.0,1088.0,51261.0
2020-02-14,64881,7509.0,1517,6444.0,152.0,1698.0,55855.0
2020-02-15,66916,8789.0,1659,2035.0,142.0,1280.0,56468.0
2020-02-16,69005,10208.0,1762,2089.0,103.0,1419.0,57035.0
2020-02-17,70918,11861.0,1860,1913.0,98.0,1653.0,57197.0
2020-02-18,72689,13565.0,1999,1771.0,139.0,1704.0,57125.0
2020-02-19,73093,15235.0,2111,404.0,112.0,1670.0,55747.0
2020-02-20,73548,17232.0,2231,455.0,120.0,1997.0,54085.0
2020-02-21,73994,17855.0,2231,446.0,0.0,623.0,53908.0
2020-02-22,75441,21795.0,2435,1447.0,204.0,3940.0,51211.0
2020-02-23,75465,22215.0,2437,24.0,2.0,420.0,50813.0
2020-02-24,75691,24004.0,2587,226.0,150.0,1789.0,49100.0
2020-02-25,76232,26630.0,2657,541.0,70.0,2626.0,46945.0
2020-02-26,76656,28955.0,2709,424.0,52.0,2325.0,44992.0
2020-02-27,77092,31715.0,2738,436.0,29.0,2760.0,42639.0
2020-02-28,77430,35056.0,2781,338.0,43.0,3341.0,39593.0
2020-02-29,77885,37988.0,2828,455.0,47.0,2932.0,37069.0
2020-03-01,78491,40790.0,2864,606.0,36.0,2802.0,34837.0
2020-03-02,78719,43452.0,2906,228.0,42.0,2662.0,32361.0
2020-03-03,78864,46008.0,2939,145.0,33.0,2556.0,29917.0
2020-03-04,79045,48537.0,2976,181.0,37.0,2529.0,27532.0
2020-03-05,79259,50823.0,3008,214.0,32.0,2286.0,25428.0
2020-03-06,79531,52454.0,3037,272.0,29.0,1631.0,24040.0
2020-03-07,79744,54041.0,3065,213.0,28.0,1587.0,22638.0
2020-03-08,79917,55882.0,3096,173.0,31.0,1841.0,20939.0
2020-03-09,80078,57294.0,3120,161.0,24.0,1412.0,19664.0
2020-03-10,80268,58667.0,3136,190.0,16.0,1373.0,18465.0
2020-03-11,80625,60142.0,3163,357.0,27.0,1475.0,17320.0
2020-03-12,80792,61405.0,3177,167.0,14.0,1263.0,16210.0
2020-03-13,81635,62712.0,3190,843.0,13.0,1307.0,15733.0
2020-03-14,82168,64166.0,3206,533.0,16.0,1454.0,14796.0
2020-03-15,82841,65541.0,3217,673.0,11.0,1375.0,14083.0
2020-03-16,83647,66450.0,3239,806.0,22.0,909.0,13958.0
2020-03-17,84720,67344.0,3263,1073.0,24.0,894.0,14113.0
2020-03-18,85908,68348.0,3295,1188.0,32.0,1004.0,14265.0
2020-03-19,87430,69162.0,3321,1522.0,26.0,814.0,14947.0
2020-03-20,89388,69868.0,3356,1958.0,35.0,706.0,16164.0
2020-03-21,91817,70772.0,3418,2429.0,62.0,904.0,17627.0
2020-03-22,95278,71398.0,3472,3461.0,54.0,626.0,20408.0
2020-03-23,98127,71848.0,3517,2849.0,45.0,450.0,22762.0
2020-03-24,101428,72619.0,3599,3301.0,82.0,771.0,25210.0
2020-03-25,104152,73279.0,3702,2724.0,103.0,660.0,27171.0
2020-03-26,109283,73994.0,3828,5131.0,126.0,715.0,31461.0
2020-03-27,113554,74944.0,3959,4271.0,131.0,950.0,34651.0
2020-03-28,118789,75667.0,4111,5235.0,152.0,723.0,39011.0
2020-03-29,123358,76750.0,4297,4569.0,186.0,1083.0,42311.0
2020-03-30,128073,77852.0,4489,4715.0,192.0,1102.0,45732.0
2020-03-31,133229,78949.0,4840,5156.0,351.0,1097.0,49440.0
2020-04-01,138510,80188.0,5109,5281.0,269.0,1239.0,53213.0
2020-04-02,144836,81313.0,5534,6326.0,425.0,1125.0,57989.0
2020-04-03,150529,82453.0,5871,5693.0,337.0,1140.0,62205.0
2020-04-04,156548,83787.0,6271,6019.0,400.0,1334.0,66490.0
2020-04-05,161186,85272.0,6643,4638.0,372.0,1485.0,69271.0
2020-04-06,166297,86672.0,7121,5111.0,478.0,1400.0,72504.0
2020-04-07,172422,87853.0,7860,6125.0,739.0,1181.0,76709.0
2020-04-08,178814,89541.0,8413,6392.0,553.0,1688.0,80860.0
2020-04-09,185734,91806.0,9045,6920.0,632.0,2265.0,84883.0
2020-04-10,192368,94064.0,9868,6634.0,823.0,2258.0,88436.0
2020-04-11,198007,95668.0,10481,5639.0,613.0,1604.0,91858.0
2020-04-12,204144,97217.0,11071,6137.0,590.0,1549.0,95856.0
2020-04-13,209790,98388.0,11743,5646.0,672.0,1171.0,99659.0
2020-04-14,215785,102976.0,12448,5995.0,705.0,4588.0,100361.0
2020-04-15,225062,115401.0,13175,9277.0,727.0,12425.0,96486.0
2020-04-16,232449,117751.0,14044,7387.0,869.0,2350.0,100654.0
2020-04-17,241594,120361.0,16145,9145.0,2101.0,2610.0,105088.0
2020-04-18,249586,122475.0,16885,7992.0,740.0,2114.0,110226.0
2020-04-19,256407,132368.0,17476,6821.0,591.0,9893.0,106563.0
2020-04-20,263818,133536.0,17975,7411.0,499.0,1168.0,112307.0
2020-04-21,270624,136111.0,18553,6806.0,578.0,2575.0,115960.0
2020-04-22,278152,140717.0,19245,7528.0,692.0,4606.0,118190.0
2020-04-23,288119,144271.0,20159,9967.0,914.0,3554.0,123689.0
2020-04-24,298268,147175.0,20946,10149.0,787.0,2904.0,130147.0
2020-04-25,309621,150814.0,21790,11353.0,844.0,3639.0,137017.0
2020-04-26,318127,153468.0,22410,8506.0,620.0,2654.0,142249.0
2020-04-27,327317,155444.0,23053,9190.0,643.0,1976.0,148820.0
2020-04-28,338197,158388.0,23922,10880.0,869.0,2944.0,155887.0
2020-04-29,350100,161546.0,24805,11903.0,883.0,3158.0,163749.0
2020-04-30,363357,165113.0,25619,13257.0,814.0,3567.0,172625.0
2020-05-01,374295,169183.0,26373,10938.0,754.0,4070.0,178739.0
2020-05-02,386618,173624.0,27013,12323.0,640.0,4441.0,185981.0
2020-05-03,396561,177842.0,27570,9943.0,557.0,4218.0,191149.0
2020-05-04,408468,181951.0,28168,11907.0,598.0,4109.0,198349.0
2020-05-05,421015,186087.0,29015,12547.0,847.0,4136.0,205913.0
2020-05-06,438718,191417.0,30244,17703.0,1229.0,5330.0,217057.0
2020-05-07,454471,198002.0,31118,15753.0,874.0,6585.0,225351.0
2020-05-08,471972,203861.0,32228,17501.0,1110.0,5859.0,235883.0
2020-05-09,489353,208810.0,33122,17381.0,894.0,4949.0,247421.0
2020-05-10,503260,214158.0,33863,13907.0,741.0,5348.0,255239.0
2020-05-11,516328,218174.0,34628,13068.0,765.0,4016.0,263526.0
2020-05-12,531643,225320.0,35685,15315.0,1057.0,7146.0,270638.0
2020-05-13,551272,234115.0,36732,19629.0,1047.0,8795.0,280425.0
2020-05-14,572461,237415.0,37775,21189.0,1043.0,3300.0,297271.0
2020-05-15,598505,246249.0,39024,26044.0,1249.0,8834.0,313232.0
2020-05-16,622536,254152.0,39966,24031.0,942.0,7903.0,328418.0
2020-05-17,637878,261445.0,40650,15342.0,684.0,7293.0,335783.0
2020-05-18,660680,269689.0,41595,22802.0,945.0,8244.0,349396.0
2020-05-19,686217,279273.0,42944,25537.0,1349.0,9584.0,364000.0
2020-05-20,719660,293035.0,44274,33443.0,1330.0,13762.0,382351.0
2020-05-21,748969,306161.0,45608,29309.0,1334.0,13126.0,397200.0
2020-05-22,781862,319548.0,46901,32893.0,1293.0,13387.0,415413.0
2020-05-23,815843,330399.0,48186,33981.0,1285.0,10851.0,437258.0
2020-05-24,841269,341657.0,49092,25426.0,906.0,11258.0,450520.0
2020-05-25,865565,348329.0,50051,24296.0,959.0,6672.0,467185.0
2020-05-26,892115,356693.0,51339,26550.0,1288.0,8364.0,484083.0
2020-05-27,923178,369660.0,52619,31063.0,1280.0,12967.0,500899.0
2020-05-28,963497,385764.0,54079,40319.0,1460.0,16104.0,523654.0
2020-05-29,1002028,403894.0,55469,38531.0,1390.0,18130.0,542665.0
2020-05-30,1055212,419393.0,56551,53184.0,1082.0,15499.0,579268.0
2020-05-31,1080868,430494.0,57219,25656.0,668.0,11101.0,593155.0
2020-06-01,1109046,439626.0,58207,28178.0,988.0,9132.0,611213.0
2020-06-02,1152613,495606.0,59833,43567.0,1626.0,55980.0,597174.0
2020-06-03,1191993,517636.0,61307,39380.0,1474.0,22030.0,613050.0
2020-06-04,1236768,541617.0,63060,44775.0,1753.0,23981.0,632091.0
2020-06-05,1282367,561520.0,64404,45599.0,1344.0,19903.0,656443.0
2020-06-06,1328671,579372.0,65475,46304.0,1071.0,17852.0,683824.0
2020-06-07,1361115,593879.0,66216,32444.0,741.0,14507.0,701020.0
2020-06-08,1390956,695502.0,67877,29841.0,1661.0,101623.0,627577.0
2020-06-09,1434769,722518.0,69249,43813.0,1372.0,27016.0,643002.0
2020-06-10,1483698,748495.0,70856,48929.0,1607.0,25977.0,664347.0
2020-06-11,1527390,773067.0,72487,43692.0,1631.0,24572.0,681836.0
2020-06-12,1568112,797221.0,73741,40722.0,1254.0,24154.0,697150.0
2020-06-13,1606485,821545.0,74987,38373.0,1246.0,24324.0,709953.0
2020-06-14,1638975,842258.0,75984,32490.0,997.0,20713.0,720733.0
2020-06-15,1678987,859067.0,77009,40012.0,1025.0,16809.0,742911.0
2020-06-16,1730306,899544.0,78541,51319.0,1532.0,40477.0,752221.0
2020-06-17,1773618,961938.0,80150,43312.0,1609.0,62394.0,731530.0
2020-06-18,1813814,986640.0,81819,40196.0,1669.0,24702.0,745355.0
2020-06-19,1886835,1018616.0,83417,73021.0,1598.0,31976.0,784802.0
2020-06-20,1966000,1054201.0,84749,79165.0,1332.0,35585.0,827050.0
2020-06-21,1961588,1074255.0,85706,0.0,957.0,20054.0,801627.0
2020-06-22,2004770,1096905.0,86693,43182.0,987.0,22650.0,821172.0
2020-06-23,2058539,1133531.0,88314,53769.0,1621.0,36626.0,836694.0
2020-06-24,2114279,1179514.0,89840,55740.0,1526.0,45983.0,844925.0
2020-06-25,2172153,1209745.0,91402,57874.0,1562.0,30231.0,871006.0
2020-06-26,2232660,1245969.0,92720,60507.0,1318.0,36224.0,893971.0
2020-06-27,2284956,1282168.0,94198,52296.0,1478.0,36199.0,908590.0
2020-06-28,2332472,1311783.0,95137,47516.0,939.0,29615.0,925552.0
2020-06-29,2368876,1334108.0,96138,36404.0,1001.0,22325.0,938630.0
2020-06-30,2422421,1375926.0,97791,53545.0,1653.0,41818.0,948704.0
2020-07-01,2483128,1418288.0,99204,60707.0,1413.0,42362.0,965636.0
2020-07-02,2541716,1571906.0,100867,58588.0,1663.0,153618.0,868943.0
2020-07-03,2599903,1611026.0,102422,58187.0,1555.0,39120.0,886455.0
2020-07-04,2647996,1629952.0,103809,48093.0,1387.0,18926.0,914235.0
2020-07-05,2686795,1677963.0,104700,38799.0,891.0,48011.0,904132.0
2020-07-06,2724983,1722413.0,105709,38188.0,1009.0,44450.0,896861.0
2020-07-07,2786960,1779012.0,107374,61977.0,1665.0,56599.0,900574.0
2020-07-08,2846714,1828682.0,108911,59754.0,1537.0,49670.0,909121.0
2020-07-09,2905057,1872517.0,110441,58343.0,1530.0,43835.0,922099.0
2020-07-10,2964051,1927724.0,112079,58994.0,1638.0,55207.0,924248.0
2020-07-11,3013548,1965587.0,113281,49497.0,1202.0,37863.0,934680.0
2020-07-12,3050098,1999262.0,114211,36550.0,930.0,33675.0,936625.0
2020-07-13,3086314,2037436.0,115296,36216.0,1085.0,38174.0,933582.0
2020-07-14,3143232,2082317.0,116854,56918.0,1558.0,44881.0,944061.0
2020-07-15,3198517,2121089.0,118530,55285.0,1676.0,38772.0,958898.0
2020-07-16,3258978,2180867.0,120192,60461.0,1662.0,59778.0,957919.0
2020-07-17,3310116,2220079.0,122649,51138.0,2457.0,39212.0,967388.0
2020-07-18,3350503,2249419.0,123777,40387.0,1128.0,29340.0,977307.0
2020-07-19,3387357,2269587.0,124738,36854.0,961.0,20168.0,993032.0
2020-07-20,3424617,2333412.0,125928,37260.0,1190.0,63825.0,965277.0
2020-07-21,3487288,2385327.0,127581,62671.0,1653.0,51915.0,974380.0
2020-07-22,3569813,2431890.0,129204,82525.0,1623.0,46563.0,1008719.0
2020-07-23,3644282,2471015.0,130973,74469.0,1769.0,39125.0,1042294.0
2020-07-24,3717603,2554763.0,132507,73321.0,1534.0,83748.0,1030333.0
2020-07-25,3780388,2656597.0,133982,62785.0,1475.0,101834.0,989809.0
2020-07-26,3816665,2693277.0,134861,36277.0,879.0,36680.0,988527.0
2020-07-27,3861159,2736047.0,135938,44494.0,1077.0,42770.0,989174.0
2020-07-28,3931019,2768860.0,137555,69860.0,1617.0,32813.0,1024604.0
2020-07-29,4003315,2835608.0,139120,72296.0,1565.0,66748.0,1028587.0
2020-07-30,4078755,2881304.0,140788,75440.0,1668.0,45696.0,1056663.0
2020-07-31,4148826,2944971.0,142420,70071.0,1632.0,63667.0,1061435.0
2020-08-01,4205592,2980425.0,143670,56766.0,1250.0,35454.0,1081497.0
2020-08-02,4242930,3013534.0,144498,37338.0,828.0,33109.0,1084898.0
2020-08-03,4275821,3057273.0,145553,32891.0,1055.0,43739.0,1072995.0
2020-08-04,4348604,3127092.0,147344,72783.0,1791.0,69819.0,1074168.0
2020-08-05,4422153,3171274.0,149059,73549.0,1715.0,44182.0,1101820.0
2020-08-06,4494063,3222688.0,150717,71910.0,1658.0,51414.0,1120658.0
2020-08-07,4561520,3276086.0,152189,67457.0,1472.0,53398.0,1133245.0
2020-08-08,4623558,3336904.0,153355,62038.0,1166.0,60818.0,1133299.0
2020-08-09,4659609,3378577.0,154226,36051.0,871.0,41673.0,1126806.0
2020-08-10,4704146,3419941.0,155450,44537.0,1224.0,41364.0,1128755.0
2020-08-11,4771696,3559295.0,157145,67550.0,1695.0,139354.0,1055256.0
2020-08-12,4844347,3629943.0,158761,72651.0,1616.0,70648.0,1055643.0
2020-08-13,4922425,3656967.0,160425,78078.0,1664.0,27024.0,1105033.0
2020-08-14,4989028,3767322.0,161804,66603.0,1379.0,110355.0,1059902.0
2020-08-15,5041806,3787425.0,162864,52778.0,1060.0,20103.0,1091517.0
2020-08-16,5078477,3831929.0,163730,36671.0,866.0,44504.0,1082818.0
2020-08-17,5115259,3888582.0,164886,36782.0,1156.0,56653.0,1061791.0
2020-08-18,5181508,3954740.0,166688,66249.0,1802.0,66158.0,1060080.0
2020-08-19,5246551,4019504.0,168345,65043.0,1657.0,64764.0,1058702.0
2020-08-20,5307421,4078194.0,170046,60870.0,1701.0,58690.0,1059181.0
2020-08-21,5357902,4105571.0,171547,50481.0,1501.0,27377.0,1080784.0
2020-08-22,5420098,4178798.0,172743,62196.0,1196.0,73227.0,1068557.0
2020-08-23,5454783,4227369.0,173560,34685.0,817.0,48571.0,1053854.0
2020-08-24,5495905,4270451.0,174941,41122.0,1381.0,43082.0,1050513.0
2020-08-25,5559100,4343696.0,176609,63195.0,1668.0,73245.0,1038795.0
2020-08-26,5626646,4408934.0,178079,67546.0,1470.0,65238.0,1039633.0
2020-08-27,5688090,4465911.0,179536,61444.0,1457.0,56977.0,1042643.0
2020-08-28,5752718,4517145.0,180847,64628.0,1311.0,51234.0,1054726.0
2020-08-29,5807993,4575699.0,182048,55275.0,1201.0,58554.0,1050246.0
2020-08-30,5836881,4626110.0,182777,28888.0,729.0,50411.0,1027994.0
2020-08-31,5904328,4672310.0,183833,67447.0,1056.0,46200.0,1048185.0
2020-09-01,5966740,4767007.0,185451,62412.0,1618.0,94697.0,1014282.0
2020-09-02,6032695,4825199.0,187079,65955.0,1628.0,58192.0,1020417.0
2020-09-03,6100616,4884516.0,188494,67921.0,1415.0,59317.0,1027606.0
2020-09-04,6159955,4937732.0,189825,59339.0,1331.0,53216.0,1032398.0
2020-09-05,6212287,4989370.0,190758,52332.0,933.0,51638.0,1032159.0
2020-09-06,6241448,5030166.0,191461,29161.0,703.0,40796.0,1019821.0
2020-09-07,6268320,5073412.0,193872,26872.0,2411.0,43246.0,1001036.0
2020-09-08,6308254,5115517.0,194859,39934.0,987.0,42105.0,997878.0
2020-09-09,6366249,5180012.0,196446,57995.0,1587.0,64495.0,989791.0
2020-09-10,6428733,5243221.0,197893,62484.0,1447.0,63209.0,987619.0
2020-09-11,6491620,5299260.0,199193,62887.0,1300.0,56039.0,993167.0
2020-09-12,6542677,5344708.0,200258,51057.0,1065.0,45448.0,997711.0
2020-09-13,6575085,5361810.0,200943,32408.0,685.0,17102.0,1012332.0
2020-09-14,6615124,5425416.0,201934,40039.0,991.0,63606.0,987774.0
2020-09-15,6670507,5485207.0,203402,55383.0,1468.0,59791.0,981898.0
2020-09-16,6728902,5536764.0,204786,58395.0,1384.0,51557.0,987352.0
2020-09-17,6789162,5581016.0,206229,60260.0,1443.0,44252.0,1001917.0
2020-09-18,6851317,5623099.0,207445,62155.0,1216.0,42083.0,1020773.0
2020-09-19,6899828,5680293.0,208454,48511.0,1009.0,57194.0,1011081.0
2020-09-20,6932983,5723551.0,209211,33155.0,757.0,43258.0,1000221.0
2020-09-21,6969036,5780243.0,210261,36053.0,1050.0,56692.0,978532.0
2020-09-22,7025324,5820167.0,211695,56288.0,1434.0,39924.0,993462.0
2020-09-23,7081645,5866561.0,213251,56321.0,1556.0,46394.0,1001833.0
2020-09-24,7138941,5942057.0,214731,57296.0,1480.0,75496.0,982153.0
2020-09-25,7196419,5985145.0,216190,57478.0,1459.0,43088.0,995084.0
2020-09-26,7243411,6026625.0,217459,46992.0,1269.0,41480.0,999327.0
2020-09-27,7275872,6060852.0,218194,32461.0,735.0,34227.0,996826.0
2020-09-28,7315259,6102332.0,219197,39387.0,1003.0,41480.0,993730.0
2020-09-29,7372605,6158738.0,220667,57346.0,1470.0,56406.0,993200.0
2020-09-30,7431694,6212968.0,222282,59089.0,1615.0,54230.0,996444.0
2020-10-01,7493924,6253766.0,226618,62230.0,4336.0,40798.0,1013540.0
2020-10-02,7555483,6272439.0,227824,61559.0,1206.0,18673.0,1055220.0
2020-10-03,7602741,6351870.0,228796,47258.0,972.0,79431.0,1022075.0
2020-10-04,7630662,6383105.0,229603,27921.0,807.0,31235.0,1017954.0
2020-10-05,7680283,6423764.0,230701,49621.0,1098.0,40659.0,1025818.0
2020-10-06,7739232,6474919.0,232096,58949.0,1395.0,51155.0,1032217.0
2020-10-07,7801163,6520096.0,233445,61931.0,1349.0,45177.0,1047622.0
2020-10-08,7861108,6572239.0,234918,59945.0,1473.0,52143.0,1053951.0
2020-10-09,7921218,6607041.0,236331,60110.0,1413.0,34802.0,1077846.0
2020-10-10,7976946,6625775.0,237456,55728.0,1125.0,18734.0,1113715.0
2020-10-11,8016204,6669497.0,238230,39258.0,774.0,43722.0,1108477.0
2020-10-12,8048439,6686632.0,238974,32235.0,744.0,17135.0,1122833.0
2020-10-13,8094999,6705208.0,239967,46560.0,993.0,18576.0,1149824.0
2020-10-14,8158837,6723867.0,241289,63838.0,1322.0,18659.0,1193681.0
2020-10-15,8230691,6746067.0,242751,71854.0,1462.0,22200.0,1241873.0
2020-10-16,8301353,6767524.0,244100,70662.0,1349.0,21457.0,1289729.0
2020-10-17,8360115,6787915.0,245156,58762.0,1056.0,20391.0,1327044.0
2020-10-18,8404977,6807294.0,245798,44862.0,642.0,19379.0,1351885.0
2020-10-19,8456777,6814239.0,246854,51800.0,1056.0,6945.0,1395684.0
2020-10-20,8520642,6848771.0,248139,63865.0,1285.0,34532.0,1423732.0
2020-10-21,8594253,6866761.0,249434,73611.0,1295.0,17990.0,1478058.0
2020-10-22,8670046,6890031.0,250717,75793.0,1283.0,23270.0,1529298.0
2020-10-23,8752610,6914657.0,251982,82564.0,1265.0,24626.0,1585971.0
2020-10-24,8824802,6942001.0,252951,72192.0,969.0,27344.0,1629850.0
2020-10-25,8877680,6964282.0,253787,52878.0,836.0,22281.0,1659611.0
2020-10-26,8939325,6991001.0,254861,61645.0,1074.0,26719.0,1693463.0
